,models,0.0,0.0079,0.0158,0.0237,0.0316,0.0395,0.0474,0.0553,0.0632,0.0711,0.0789,0.0868,0.0947,0.1026,0.1105,0.1184,0.1263,0.1342,0.1421,0.15
0,$Average$,153,148,136,126,114,108,101,97,94,92,89,86,84,84,81,79,78,78,75,74
1,$u_{SCF}$,132,126,117,105,95,91,84,81,79,76,73,70,66,66,63,61,61,61,60,60
2,$u_{blur}$,135,129,119,108,102,99,93,89,88,83,80,78,75,71,70,68,67,65,62,59
