,models,0.0,0.0079,0.0158,0.0237,0.0316,0.0395,0.0474,0.0553,0.0632,0.0711,0.0789,0.0868,0.0947,0.1026,0.1105,0.1184,0.1263,0.1342,0.1421,0.15
0,$u_{SCF}$,223,195,178,161,154,139,130,125,123,118,115,110,105,100,98,97,94,92,90,90
1,$u_{25}$,223,195,170,157,146,140,132,125,124,120,116,110,108,102,99,94,93,91,90,89
2,$u_{50}$,223,199,168,154,146,138,131,128,123,116,114,109,106,104,102,96,93,92,86,85
3,$u_{75}$,223,197,167,156,143,138,131,127,122,118,114,110,106,103,96,93,93,91,89,86
