,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{SCF}$,84,31,26,24,22,19,13,12,11,10,10,9,9,9,8
1,$u_{Power}$,84,31,25,23,20,18,18,15,12,11,11,10,10,10,10
