,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{SCF}$,992,912,864,835,814,786,765,753,733,714,690,668,639,621,605
1,$u_{Power}$,992,907,860,828,809,785,764,742,722,699,681,658,641,616,599
