,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{SCF}$,103,84,65,56,52,49,46,45,43,40,35,32,30,29,25
1,$u_{Power}$,103,85,64,58,55,52,47,45,42,38,33,33,31,30,27
