,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{power}$,0.9586349534643226,0.9697097181320993,0.9738135955536554,0.9766935308211718,0.9776028384521566,0.9792278166629036,0.9805187319884726,0.9811919595627131,0.9816568756743795,0.9824862216778935,0.9829659318637275,0.9832223360655737,0.9842684845306765,0.9849523041784227,0.9852413793103448
1,$u_{noise}$,0.9610134436401241,0.9713054446079462,0.9752269087026161,0.976622811786452,0.9780949220046465,0.9792932703128516,0.9801446115000574,0.9818181818181818,0.9818988252217694,0.9825290164935858,0.9831691809001372,0.98292776149828,0.9834225296958622,0.9842582710779082,0.9850377487989018
