,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power_big}$,335,39,5,75,454,0.9844322344322345,0.04848046309696093,0.970717234262126
1,$u_{Power}$,343,43,4,73,463,0.9842684845306765,0.049523534507652324,0.9700885070094968
