,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power_big}$,363,44,7,87,501,0.9827024316871397,0.04894822006472492,0.9690377603361967
1,$u_{Power}$,373,48,5,83,509,0.9829659318637275,0.050337381916329284,0.9685899413761184
