,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power_big}$,431,70,8,121,630,0.9779501385041551,0.048492349234923494,0.9655398752871677
1,$u_{Power}$,437,71,9,122,639,0.9776028384521566,0.04913424780751068,0.9650303726810048
