,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power_big}$,414,58,7,105,584,0.9804124899181933,0.04932094353109364,0.9668219520509033
1,$u_{Power}$,420,60,6,103,589,0.9805187319884726,0.05001190759704691,0.9665359922731663
