,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power_big}$,439,74,11,129,653,0.9766833732839398,0.04795193883123976,0.9648565739195952
1,$u_{Power}$,443,74,9,131,657,0.9766935308211718,0.04841000983499071,0.9646641209057172
