,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{noise}$,815,33,17,86,951,0.9836891340849124,0.10321681864235056,0.9452031114952464
1,$u_{Power}$,785,35,13,89,922,0.9835829838226483,0.09950564076562302,0.9468220094589918
