,models,0.0,0.0079,0.0158,0.0237,0.0316,0.0395,0.0474,0.0553,0.0632,0.0711,0.0789,0.0868,0.0947,0.1026,0.1105,0.1184,0.1263,0.1342,0.1421,0.15
0,$u_{SCF}$,63,36,23,20,19,18,18,16,16,15,15,15,14,14,13,12,11,9,9,9
1,$u_{new embed}$,40,25,21,19,17,15,15,14,13,12,12,12,12,12,12,11,11,11,11,11
