,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,60,29,10,116,215,0.9830915239445839,0.010332357499569485,0.9882120730303197
1,$u_{SCF}$,59,28,10,117,214,0.9831044255504687,0.010172413793103447,0.9882752575060266
