,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,600,138,68,218,1024,0.956153050672182,0.060465585004534916,0.947530231604837
1,$u_{SCF}$,604,137,67,222,1030,0.9559462254395036,0.06086868890456515,0.9472281996106159
