,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,47,21,10,98,176,0.9858335163628377,0.009347653142402546,0.990292333149476
1,$u_{SCF}$,47,18,9,101,175,0.9859464207290294,0.009351372861122165,0.9903501516404742
