,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,109,46,15,158,328,0.9764617368873603,0.014829931972789116,0.9822683533354956
1,$u_{SCF}$,104,46,16,159,325,0.9762671821305842,0.014165077635521656,0.9824390771059598
