,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,251,87,30,192,560,0.9674016246439497,0.028348768918003163,0.9703703703703704
1,$u_{SCF}$,251,85,28,197,561,0.9673099230201413,0.028361581920903954,0.9703284497805046
