,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,65,34,10,127,236,0.9814150635800456,0.010495720975294687,0.9871010056843026
1,$u_{SCF}$,61,33,10,126,230,0.9816404128191201,0.009856196477621587,0.9874330674243252
