,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{Power}$,68,45,35,30,22,19,17,15,13,11,10,10,10,10,9
1,$u_{SCF}$,67,42,36,28,22,20,17,16,14,13,10,10,10,9,8
