,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{Power}$,600,443,333,251,202,163,138,109,90,77,65,60,56,47,40
1,$u_{SCF}$,604,441,337,251,202,163,133,104,87,73,61,59,51,47,41
