,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{Power}$,1024,820,666,560,487,423,377,328,294,262,236,215,202,176,157
1,$u_{SCF}$,1030,812,669,561,484,426,370,325,287,258,230,214,190,175,158
