,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,864,65,26,136,1091,0.9757659869755525,0.09205199232900065,0.9436786949563781
1,$u_{Power}$,860,64,25,131,1080,0.976493215087082,0.09154779646582925,0.9442091125116231
