,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,639,30,9,66,744,0.9862852664576802,0.0926355465352276,0.953048087845513
1,$u_{Power}$,641,31,10,64,746,0.9862655330281229,0.0927775365465335,0.9528623783647163
