,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,835,56,24,119,1034,0.9783554492060039,0.09136667031403874,0.9456476030277545
1,$u_{Power}$,828,58,23,116,1025,0.9785309503051438,0.0904226274980889,0.9460043196544276
