,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,912,84,31,154,1181,0.9717169593102724,0.09439039536327883,0.9399440630561913
1,$u_{Power}$,907,85,31,150,1173,0.9720206163879247,0.09383405752120835,0.9403205291274483
