,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,690,35,10,73,808,0.9852204408817635,0.0931174089068826,0.9511487303506649
1,$u_{Power}$,681,33,11,71,796,0.9855997996493864,0.09192764578833694,0.9518684242350949
