,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,753,45,12,84,894,0.9834195672624647,0.09239263803680982,0.9492622020431328
1,$u_{Power}$,742,45,15,90,892,0.9823943661971831,0.09122203098106713,0.949410163339383
