,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,733,43,11,81,868,0.9838012958963283,0.09278481012658228,0.9497277887177111
1,$u_{Power}$,722,42,12,84,860,0.9834631515877771,0.0915198377487641,0.9502141947435452
