,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,605,25,8,60,698,0.9872567826801864,0.09428081658095683,0.9537993116229813
1,$u_{Power}$,599,27,10,56,692,0.9872707363810567,0.09346231861444843,0.9542267495700488
