,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,448,89,10,146,693,0.9738135955536554,0.04767478982654039,0.9633624107850912
1,$u_{SCF}$,454,88,12,143,697,0.9740273621205643,0.04831329147600298,0.9631665169370607
