,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,461,108,11,169,749,0.9697097181320993,0.04769787894464563,0.9609672208035854
1,$u_{SCF}$,466,106,13,166,751,0.9700252419015566,0.048215209518882564,0.9608793040579257
