,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,405,56,6,98,565,0.9811919595627131,0.049711550263900825,0.9672634567472044
1,$u_{SCF}$,411,53,8,97,569,0.9814270600681791,0.05044801767521787,0.967046968205247
