,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,437,71,9,122,639,0.9776028384521566,0.04913424780751068,0.9650303726810048
1,$u_{SCF}$,442,70,11,121,644,0.9776028384521566,0.049696424555880366,0.9647663858190174
