,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{noise}$,811,57,19,107,994,0.9797476759628154,0.09135969359017686,0.9468449197860963
1,$u_{Power}$,809,55,20,109,993,0.9796008869179601,0.09097042617789272,0.9467988213233326
