,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{noise}$,899,86,31,145,1161,0.9724500525762355,0.09303528924764566,0.9409370707635957
1,$u_{Power}$,907,85,31,150,1173,0.9720206163879247,0.09383405752120835,0.9403205291274483
