,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{noise}$,606,31,11,64,712,0.985830771287261,0.09108672779197355,0.9539516233346268
1,$u_{Power}$,616,30,10,60,716,0.986650647443599,0.09272918861959958,0.9538004903858561
