,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{noise}$,744,46,12,88,890,0.9828497591918243,0.09138926421815502,0.949500680889696
1,$u_{Power}$,742,45,15,90,892,0.9823943661971831,0.09122203098106713,0.949410163339383
