,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{power}$,503,461,448,443,437,426,420,405,399,387,373,359,343,334,322
1,$u_{noise}$,502,479,471,461,453,442,429,419,415,402,378,369,357,344,334
