,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{power}$,225,169,146,131,122,113,103,98,93,87,83,81,73,70,66
1,$u_{noise}$,238,167,147,133,126,117,106,100,97,92,87,83,80,78,75
