,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,420,60,6,103,589,0.9805187319884726,0.05001190759704691,0.9665359922731663
1,$u_{noise}$,429,57,9,106,601,0.9801362743965816,0.050986451152840506,0.9658036984352775
