,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,322,37,4,66,429,0.9852413793103448,0.04980665119876257,0.9708460754332314
1,$u_{noise}$,334,37,5,75,451,0.9838909541511772,0.05176689398636082,0.9694092111510547
