,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,443,74,9,131,657,0.9766935308211718,0.04841000983499071,0.9646641209057172
1,$u_{noise}$,413,70,11,134,628,0.976622811786452,0.04520577933450087,0.9662220309810671
