,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,405,56,6,98,565,0.9811919595627131,0.049711550263900825,0.9672634567472044
1,$u_{noise}$,372,51,7,97,527,0.9818181818181818,0.04576208635748555,0.9694793536804308
