,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,359,45,5,81,490,0.9832223360655737,0.050097683505442366,0.9690734662963898
1,$u_{noise}$,330,43,6,85,464,0.98292776149828,0.04631578947368421,0.9708065936831508
