,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,373,48,5,83,509,0.9829659318637275,0.050337381916329284,0.9685899413761184
1,$u_{noise}$,336,44,6,85,471,0.9831691809001372,0.04557168045571681,0.9710028935541465
