,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{noise}$,1338,1203,1161,1132,1097,1049,1022,991,951,919,884,849,822,791,763
1,$u_{Power}$,1352,1191,1136,1093,1070,1034,995,960,922,887,855,829,804,774,751
