,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,459,104,12,165,740,0.9704614737727321,0.04751552795031056,0.9614663611747554
1,$u_{scf}$,467,106,13,168,754,0.9698307579102281,0.04834368530020704,0.9607414349682392
