,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,347,43,6,77,473,0.983881284380197,0.048484001676680176,0.9701671397035634
1,$u_{scf}$,367,41,5,74,487,0.984646878198567,0.051271304833752446,0.9693305623779834
