,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{Power}$,313,35,5,70,423,0.9848838807200769,0.04861758310034172,0.9713356373246594
1,$u_{scf}$,322,36,4,69,431,0.9850274725274726,0.05003885003885004,0.9708251539971571
