,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,333,98,35,200,666,0.9650577124868835,0.03610538870215765,0.9650577124868837
1,$u_{noise}$,207,120,10,233,570,0.9619217455155775,0.02245119305856833,0.9698572184029615
