,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,77,38,11,136,262,0.9799653454624215,0.011702127659574468,0.9857298474945534
1,$u_{noise}$,43,45,4,168,260,0.9764642082429501,0.006521079769487413,0.9857659038651045
