,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,40,15,9,93,157,0.9871173750275269,0.008633714655730628,0.9913197324044895
1,$u_{noise}$,24,28,3,121,176,0.9832266607812845,0.0051579626047711154,0.9902200488997555
