,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,163,63,19,178,423,0.9722755384943484,0.02008626001232286,0.9773299748110831
1,$u_{noise}$,95,69,5,207,376,0.9699850459303567,0.011683679744188907,0.979717337361096
