,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,202,75,22,188,487,0.9697741011772192,0.023809523809523808,0.9740612516644473
1,$u_{noise}$,111,88,6,215,420,0.9671974522292993,0.013069586718474038,0.9774702285162534
