,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,600,138,68,218,1024,0.956153050672182,0.060465585004534916,0.947530231604837
1,$u_{noise}$,449,170,23,245,887,0.9547052740434333,0.04524841277839363,0.9541625755774895
