,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,9,87,74,96,161,361,531,0.9800094073377235,0.04429447852760736,0.9691261119832548
1,$u_{SCF}$,7,96,60,103,156,405,568,0.980832549388523,0.04969325153374233,0.9670724637681158
2,$u_{new embed}$,12,105,60,117,165,410,587,0.9791002479631598,0.0500916310323763,0.9658144546036923
