,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,14,107,84,121,191,376,581,0.9769611148572713,0.04329801934592354,0.9676629376078366
1,$u_{SCF}$,10,119,66,129,185,421,616,0.9780849629130142,0.048479963150621835,0.9658195538785928
2,$u_{new embed}$,12,117,75,129,192,435,639,0.976998534220318,0.04992539882933548,0.9644387556347043
