,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,9,91,78,100,169,364,542,0.9793933780967816,0.043723723723723726,0.968961172832436
1,$u_{SCF}$,7,101,61,108,162,409,578,0.9804352859458207,0.04912912912912913,0.9670015985384791
2,$u_{new embed}$,12,109,64,121,173,421,606,0.9784858704500523,0.050334768053562885,0.96524033497763
