,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,20,163,126,183,289,435,744,0.9674736842105263,0.045180722891566265,0.9611000731987869
1,$u_{SCF}$,14,171,105,185,276,452,742,0.9694736842105263,0.04694640631491483,0.9612775284417074
2,$u_{new embed}$,15,171,126,186,297,473,785,0.967150979153506,0.04911734164070613,0.9590228115049328
