,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,14,109,84,123,193,381,588,0.9768895835659261,0.04339902038956601,0.9674922600619195
1,$u_{SCF}$,10,120,66,130,186,423,619,0.9781176733281233,0.04818316436951817,0.965878397001268
2,$u_{new embed}$,12,120,78,132,198,439,649,0.9764784946236559,0.049841053587647594,0.9641139065523915
