,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,11,92,78,103,170,366,547,0.9792121281727346,0.04351444536915943,0.9689186885618501
1,$u_{SCF}$,8,103,61,111,164,412,584,0.9802457792580682,0.0489834740221139,0.9669196782598845
2,$u_{new embed}$,12,112,66,124,178,428,618,0.9780676440032321,0.05062093435836783,0.9648143930767479
