,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{Power}$,898,740,685,653,630,605,584,564,539,518,501,473,454,435,423
1,$u_{scf}$,918,754,700,658,633,612,596,577,550,531,505,487,466,451,431
