,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,126,46,4,173,349,0.9759049162614802,0.023778071334214,0.9810460001086189
1,$u_{MC}$ probe scale 1.5,132,27,5,133,297,0.9821118820468343,0.02476547842401501,0.9838718436057562
2,$u_{SCF}$,636,31,10,67,744,0.9858416360776088,0.09182789488882472,0.952863659401926
